TID;Starttime;Endtime;Activity
1;2024-03-01 00:00:01;2024-03-01 00:00:03;Validating
1;2024-03-01 00:00:03;2024-03-01 00:00:03;Waiting in queue received
2;2024-03-01 00:00:13;2024-03-01 00:00:15;Validating
2;2024-03-01 00:00:15;2024-03-01 00:00:15;Waiting in queue received
3;2024-03-01 00:00:26;2024-03-01 00:00:28;Validating
3;2024-03-01 00:00:28;2024-03-01 00:00:28;Waiting in queue received
4;2024-03-01 00:00:35;2024-03-01 00:00:37;Validating
4;2024-03-01 00:00:37;2024-03-01 00:00:37;Waiting in queue received
5;2024-03-01 00:01:41;2024-03-01 00:01:43;Validating
5;2024-03-01 00:01:43;2024-03-01 00:01:43;Waiting in queue received
6;2024-03-01 00:02:12;2024-03-01 00:02:14;Validating
6;2024-03-01 00:02:14;2024-03-01 00:02:14;Waiting in queue received
7;2024-03-01 00:02:37;2024-03-01 00:02:39;Validating
7;2024-03-01 00:02:39;2024-03-01 00:02:39;Waiting in queue received
8;2024-03-01 00:03:04;2024-03-01 00:03:06;Validating
8;2024-03-01 00:03:06;2024-03-01 00:03:06;Waiting in queue received
9;2024-03-01 00:03:29;2024-03-01 00:03:31;Validating
9;2024-03-01 00:03:31;2024-03-01 00:03:31;Waiting in queue received
10;2024-03-01 00:03:40;2024-03-01 00:03:42;Validating
11;2024-03-01 00:03:40;2024-03-01 00:03:42;Validating
10;2024-03-01 00:03:42;2024-03-01 00:03:42;Waiting in queue received
11;2024-03-01 00:03:42;2024-03-01 00:03:42;Waiting in queue received
12;2024-03-01 00:03:46;2024-03-01 00:03:48;Validating
12;2024-03-01 00:03:48;2024-03-01 00:03:48;Waiting in queue received
13;2024-03-01 00:03:47;2024-03-01 00:03:49;Validating
13;2024-03-01 00:03:49;2024-03-01 00:03:49;Waiting in queue received
14;2024-03-01 00:04:17;2024-03-01 00:04:19;Validating
14;2024-03-01 00:04:19;2024-03-01 00:04:19;Waiting in queue received
15;2024-03-01 00:04:22;2024-03-01 00:04:24;Validating
15;2024-03-01 00:04:24;2024-03-01 00:04:24;Waiting in queue received
16;2024-03-01 00:04:44;2024-03-01 00:04:46;Validating
16;2024-03-01 00:04:46;2024-03-01 00:04:46;Waiting in queue received
17;2024-03-01 00:05:51;2024-03-01 00:05:53;Validating
17;2024-03-01 00:05:53;2024-03-01 00:05:53;Waiting in queue received
18;2024-03-01 00:06:05;2024-03-01 00:06:07;Validating
18;2024-03-01 00:06:07;2024-03-01 00:06:07;Waiting in queue received
19;2024-03-01 00:06:19;2024-03-01 00:06:21;Validating
19;2024-03-01 00:06:21;2024-03-01 00:06:21;Waiting in queue received
20;2024-03-01 00:06:25;2024-03-01 00:06:27;Validating
20;2024-03-01 00:06:27;2024-03-01 00:06:27;Waiting in queue received
21;2024-03-01 00:06:28;2024-03-01 00:06:30;Validating
21;2024-03-01 00:06:30;2024-03-01 00:06:30;Waiting in queue received
22;2024-03-01 00:06:31;2024-03-01 00:06:33;Validating
22;2024-03-01 00:06:33;2024-03-01 00:06:33;Waiting in queue received
23;2024-03-01 00:06:58;2024-03-01 00:07:00;Validating
23;2024-03-01 00:07:00;2024-03-01 00:07:00;Waiting in queue received
24;2024-03-01 00:07:03;2024-03-01 00:07:05;Validating
24;2024-03-01 00:07:05;2024-03-01 00:07:05;Waiting in queue received
25;2024-03-01 00:07:11;2024-03-01 00:07:13;Validating
25;2024-03-01 00:07:13;2024-03-01 00:07:13;Waiting in queue received
26;2024-03-01 00:07:31;2024-03-01 00:07:33;Validating
26;2024-03-01 00:07:33;2024-03-01 00:07:33;Waiting in queue received
27;2024-03-01 00:07:39;2024-03-01 00:07:41;Validating
27;2024-03-01 00:07:41;2024-03-01 00:07:41;Waiting in queue received
28;2024-03-01 00:08:09;2024-03-01 00:08:11;Validating
28;2024-03-01 00:08:11;2024-03-01 00:08:11;Waiting in queue received
29;2024-03-01 00:08:23;2024-03-01 00:08:25;Validating
29;2024-03-01 00:08:25;2024-03-01 00:08:25;Waiting in queue received
30;2024-03-01 00:09:01;2024-03-01 00:09:03;Validating
30;2024-03-01 00:09:03;2024-03-01 00:09:03;Waiting in queue received
31;2024-03-01 00:09:08;2024-03-01 00:09:10;Validating
31;2024-03-01 00:09:10;2024-03-01 00:09:10;Waiting in queue received
32;2024-03-01 00:09:18;2024-03-01 00:09:20;Validating
32;2024-03-01 00:09:20;2024-03-01 00:09:20;Waiting in queue received
33;2024-03-01 00:09:46;2024-03-01 00:09:48;Validating
33;2024-03-01 00:09:48;2024-03-01 00:09:48;Waiting in queue received
34;2024-03-01 00:10:13;2024-03-01 00:10:15;Validating
34;2024-03-01 00:10:15;2024-03-01 00:10:15;Waiting in queue received
35;2024-03-01 00:10:28;2024-03-01 00:10:30;Validating
35;2024-03-01 00:10:30;2024-03-01 00:10:30;Waiting in queue received
36;2024-03-01 00:10:51;2024-03-01 00:10:53;Validating
36;2024-03-01 00:10:53;2024-03-01 00:10:53;Waiting in queue received
37;2024-03-01 00:10:56;2024-03-01 00:10:58;Validating
37;2024-03-01 00:10:58;2024-03-01 00:10:58;Waiting in queue received
38;2024-03-01 00:11:02;2024-03-01 00:11:04;Validating
38;2024-03-01 00:11:04;2024-03-01 00:11:04;Waiting in queue received
39;2024-03-01 00:11:08;2024-03-01 00:11:10;Validating
39;2024-03-01 00:11:10;2024-03-01 00:11:10;Waiting in queue received
40;2024-03-01 00:11:23;2024-03-01 00:11:25;Validating
