TID;Starttime;Endtime;Activity
1;2024-01-01 00:00:19;2024-01-01 00:00:21;Validating
1;2024-01-01 00:00:21;2024-01-01 00:00:21;Waiting in queue received
2;2024-01-01 00:00:25;2024-01-01 00:00:27;Validating
2;2024-01-01 00:00:27;2024-01-01 00:00:27;Waiting in queue received
3;2024-01-01 00:00:26;2024-01-01 00:00:28;Validating
3;2024-01-01 00:00:28;2024-01-01 00:00:28;Waiting in queue received
4;2024-01-01 00:00:37;2024-01-01 00:00:39;Validating
4;2024-01-01 00:00:39;2024-01-01 00:00:39;Waiting in queue received
5;2024-01-01 00:00:45;2024-01-01 00:00:47;Validating
5;2024-01-01 00:00:47;2024-01-01 00:00:47;Waiting in queue received
6;2024-01-01 00:00:58;2024-01-01 00:01:00;Validating
6;2024-01-01 00:01:00;2024-01-01 00:01:00;Waiting in queue received
7;2024-01-01 00:01:03;2024-01-01 00:01:05;Validating
7;2024-01-01 00:01:05;2024-01-01 00:01:05;Waiting in queue received
8;2024-01-01 00:01:04;2024-01-01 00:01:06;Validating
8;2024-01-01 00:01:06;2024-01-01 00:01:06;Waiting in queue received
9;2024-01-01 00:01:11;2024-01-01 00:01:13;Validating
9;2024-01-01 00:01:13;2024-01-01 00:01:13;Waiting in queue received
10;2024-01-01 00:01:15;2024-01-01 00:01:17;Validating
10;2024-01-01 00:01:17;2024-01-01 00:01:17;Waiting in queue received
11;2024-01-01 00:01:24;2024-01-01 00:01:26;Validating
11;2024-01-01 00:01:26;2024-01-01 00:01:26;Waiting in queue received
12;2024-01-01 00:01:31;2024-01-01 00:01:33;Validating
12;2024-01-01 00:01:33;2024-01-01 00:01:33;Waiting in queue received
13;2024-01-01 00:01:35;2024-01-01 00:01:37;Validating
13;2024-01-01 00:01:37;2024-01-01 00:01:37;Waiting in queue received
14;2024-01-01 00:01:48;2024-01-01 00:01:50;Validating
14;2024-01-01 00:01:50;2024-01-01 00:01:50;Waiting in queue received
15;2024-01-01 00:02:50;2024-01-01 00:02:52;Validating
15;2024-01-01 00:02:52;2024-01-01 00:02:52;Waiting in queue received
16;2024-01-01 00:03:01;2024-01-01 00:03:03;Validating
16;2024-01-01 00:03:03;2024-01-01 00:03:03;Waiting in queue received
17;2024-01-01 00:03:11;2024-01-01 00:03:13;Validating
17;2024-01-01 00:03:13;2024-01-01 00:03:13;Waiting in queue received
18;2024-01-01 00:03:12;2024-01-01 00:03:14;Validating
19;2024-01-01 00:03:12;2024-01-01 00:03:14;Validating
18;2024-01-01 00:03:14;2024-01-01 00:03:14;Waiting in queue received
19;2024-01-01 00:03:14;2024-01-01 00:03:14;Waiting in queue received
20;2024-01-01 00:04:00;2024-01-01 00:04:02;Validating
20;2024-01-01 00:04:02;2024-01-01 00:04:02;Waiting in queue received
21;2024-01-01 00:04:16;2024-01-01 00:04:18;Validating
21;2024-01-01 00:04:18;2024-01-01 00:04:18;Waiting in queue received
22;2024-01-01 00:04:17;2024-01-01 00:04:19;Validating
22;2024-01-01 00:04:19;2024-01-01 00:04:19;Waiting in queue received
23;2024-01-01 00:04:31;2024-01-01 00:04:33;Validating
23;2024-01-01 00:04:33;2024-01-01 00:04:33;Waiting in queue received
24;2024-01-01 00:04:34;2024-01-01 00:04:36;Validating
24;2024-01-01 00:04:36;2024-01-01 00:04:36;Waiting in queue received
25;2024-01-01 00:04:59;2024-01-01 00:05:01;Validating
25;2024-01-01 00:05:01;2024-01-01 00:05:01;Waiting in queue received
26;2024-01-01 00:05:07;2024-01-01 00:05:09;Validating
26;2024-01-01 00:05:09;2024-01-01 00:05:09;Waiting in queue received
27;2024-01-01 00:05:42;2024-01-01 00:05:44;Validating
27;2024-01-01 00:05:44;2024-01-01 00:05:44;Waiting in queue received
28;2024-01-01 00:05:50;2024-01-01 00:05:52;Validating
