TID;Starttime;Endtime;Activity
1;2024-03-01 00:00:11;2024-03-01 00:00:13;Validating
1;2024-03-01 00:00:13;2024-03-01 00:00:13;Waiting in queue received
2;2024-03-01 00:00:17;2024-03-01 00:00:19;Validating
2;2024-03-01 00:00:19;2024-03-01 00:00:19;Waiting in queue received
3;2024-03-01 00:00:31;2024-03-01 00:00:33;Validating
3;2024-03-01 00:00:33;2024-03-01 00:00:33;Waiting in queue received
4;2024-03-01 00:00:44;2024-03-01 00:00:46;Validating
4;2024-03-01 00:00:46;2024-03-01 00:00:46;Waiting in queue received
5;2024-03-01 00:01:28;2024-03-01 00:01:30;Validating
5;2024-03-01 00:01:30;2024-03-01 00:01:30;Waiting in queue received
6;2024-03-01 00:01:44;2024-03-01 00:01:46;Validating
6;2024-03-01 00:01:46;2024-03-01 00:01:46;Waiting in queue received
7;2024-03-01 00:01:48;2024-03-01 00:01:50;Validating
7;2024-03-01 00:01:50;2024-03-01 00:01:50;Waiting in queue received
8;2024-03-01 00:01:49;2024-03-01 00:01:51;Validating
8;2024-03-01 00:01:51;2024-03-01 00:01:51;Waiting in queue received
9;2024-03-01 00:02:06;2024-03-01 00:02:08;Validating
9;2024-03-01 00:02:08;2024-03-01 00:02:08;Waiting in queue received
10;2024-03-01 00:02:23;2024-03-01 00:02:25;Validating
10;2024-03-01 00:02:25;2024-03-01 00:02:25;Waiting in queue received
11;2024-03-01 00:02:33;2024-03-01 00:02:35;Validating
11;2024-03-01 00:02:35;2024-03-01 00:02:35;Waiting in queue received
12;2024-03-01 00:02:37;2024-03-01 00:02:39;Validating
12;2024-03-01 00:02:39;2024-03-01 00:02:39;Waiting in queue received
13;2024-03-01 00:03:27;2024-03-01 00:03:29;Validating
14;2024-03-01 00:03:27;2024-03-01 00:03:29;Validating
13;2024-03-01 00:03:29;2024-03-01 00:03:29;Waiting in queue received
14;2024-03-01 00:03:29;2024-03-01 00:03:29;Waiting in queue received
15;2024-03-01 00:03:28;2024-03-01 00:03:30;Validating
15;2024-03-01 00:03:30;2024-03-01 00:03:30;Waiting in queue received
16;2024-03-01 00:03:35;2024-03-01 00:03:37;Validating
16;2024-03-01 00:03:37;2024-03-01 00:03:37;Waiting in queue received
17;2024-03-01 00:04:01;2024-03-01 00:04:03;Validating
17;2024-03-01 00:04:03;2024-03-01 00:04:03;Waiting in queue received
18;2024-03-01 00:04:11;2024-03-01 00:04:13;Validating
18;2024-03-01 00:04:13;2024-03-01 00:04:13;Waiting in queue received
19;2024-03-01 00:04:45;2024-03-01 00:04:47;Validating
19;2024-03-01 00:04:47;2024-03-01 00:04:47;Waiting in queue received
20;2024-03-01 00:04:47;2024-03-01 00:04:49;Validating
20;2024-03-01 00:04:49;2024-03-01 00:04:49;Waiting in queue received
21;2024-03-01 00:05:52;2024-03-01 00:05:54;Validating
