TID;Starttime;Endtime;Activity
1;2024-03-01 00:01:01;2024-03-01 00:01:03;Validating
1;2024-03-01 00:01:03;2024-03-01 00:01:03;Waiting in queue received
2;2024-03-01 00:01:04;2024-03-01 00:01:06;Validating
2;2024-03-01 00:01:06;2024-03-01 00:01:06;Waiting in queue received
3;2024-03-01 00:01:06;2024-03-01 00:01:08;Validating
3;2024-03-01 00:01:08;2024-03-01 00:01:08;Waiting in queue received
4;2024-03-01 00:01:09;2024-03-01 00:01:11;Validating
4;2024-03-01 00:01:11;2024-03-01 00:01:11;Waiting in queue received
5;2024-03-01 00:01:13;2024-03-01 00:01:15;Validating
5;2024-03-01 00:01:15;2024-03-01 00:01:15;Waiting in queue received
6;2024-03-01 00:01:17;2024-03-01 00:01:19;Validating
6;2024-03-01 00:01:19;2024-03-01 00:01:19;Waiting in queue received
7;2024-03-01 00:01:55;2024-03-01 00:01:57;Validating
7;2024-03-01 00:01:57;2024-03-01 00:01:57;Waiting in queue received
8;2024-03-01 00:02:47;2024-03-01 00:02:49;Validating
8;2024-03-01 00:02:49;2024-03-01 00:02:49;Waiting in queue received
9;2024-03-01 00:02:50;2024-03-01 00:02:52;Validating
9;2024-03-01 00:02:52;2024-03-01 00:02:52;Waiting in queue received
10;2024-03-01 00:03:31;2024-03-01 00:03:33;Validating
11;2024-03-01 00:03:31;2024-03-01 00:03:33;Validating
10;2024-03-01 00:03:33;2024-03-01 00:03:33;Waiting in queue received
11;2024-03-01 00:03:33;2024-03-01 00:03:33;Waiting in queue received
12;2024-03-01 00:03:46;2024-03-01 00:03:48;Validating
12;2024-03-01 00:03:48;2024-03-01 00:03:48;Waiting in queue received
13;2024-03-01 00:03:48;2024-03-01 00:03:50;Validating
13;2024-03-01 00:03:50;2024-03-01 00:03:50;Waiting in queue received
14;2024-03-01 00:03:54;2024-03-01 00:03:56;Validating
14;2024-03-01 00:03:56;2024-03-01 00:03:56;Waiting in queue received
15;2024-03-01 00:05:24;2024-03-01 00:05:26;Validating
15;2024-03-01 00:05:26;2024-03-01 00:05:26;Waiting in queue received
16;2024-03-01 00:05:27;2024-03-01 00:05:29;Validating
16;2024-03-01 00:05:29;2024-03-01 00:05:29;Waiting in queue received
17;2024-03-01 00:06:18;2024-03-01 00:06:20;Validating
17;2024-03-01 00:06:20;2024-03-01 00:06:20;Waiting in queue received
18;2024-03-01 00:06:29;2024-03-01 00:06:31;Validating
18;2024-03-01 00:06:31;2024-03-01 00:06:31;Waiting in queue received
19;2024-03-01 00:06:32;2024-03-01 00:06:34;Validating
19;2024-03-01 00:06:34;2024-03-01 00:06:34;Waiting in queue received
20;2024-03-01 00:06:40;2024-03-01 00:06:42;Validating
20;2024-03-01 00:06:42;2024-03-01 00:06:42;Waiting in queue received
21;2024-03-01 00:06:42;2024-03-01 00:06:44;Validating
21;2024-03-01 00:06:44;2024-03-01 00:06:44;Waiting in queue received
22;2024-03-01 00:06:52;2024-03-01 00:06:54;Validating
22;2024-03-01 00:06:54;2024-03-01 00:06:54;Waiting in queue received
23;2024-03-01 00:07:14;2024-03-01 00:07:16;Validating
23;2024-03-01 00:07:16;2024-03-01 00:07:16;Waiting in queue received
24;2024-03-01 00:07:59;2024-03-01 00:08:01;Validating
24;2024-03-01 00:08:01;2024-03-01 00:08:01;Waiting in queue received
25;2024-03-01 00:08:00;2024-03-01 00:08:02;Validating
25;2024-03-01 00:08:02;2024-03-01 00:08:02;Waiting in queue received
26;2024-03-01 00:08:37;2024-03-01 00:08:39;Validating
26;2024-03-01 00:08:39;2024-03-01 00:08:39;Waiting in queue received
27;2024-03-01 00:08:56;2024-03-01 00:08:58;Validating
27;2024-03-01 00:08:58;2024-03-01 00:08:58;Waiting in queue received
28;2024-03-01 00:09:36;2024-03-01 00:09:38;Validating
28;2024-03-01 00:09:38;2024-03-01 00:09:38;Waiting in queue received
29;2024-03-01 00:09:52;2024-03-01 00:09:54;Validating
29;2024-03-01 00:09:54;2024-03-01 00:09:54;Waiting in queue received
30;2024-03-01 00:10:02;2024-03-01 00:10:04;Validating
30;2024-03-01 00:10:04;2024-03-01 00:10:04;Waiting in queue received
31;2024-03-01 00:11:21;2024-03-01 00:11:23;Validating
31;2024-03-01 00:11:23;2024-03-01 00:11:23;Waiting in queue received
32;2024-03-01 00:11:24;2024-03-01 00:11:26;Validating
32;2024-03-01 00:11:26;2024-03-01 00:11:26;Waiting in queue received
33;2024-03-01 00:11:44;2024-03-01 00:11:46;Validating
33;2024-03-01 00:11:46;2024-03-01 00:11:46;Waiting in queue received
34;2024-03-01 00:11:48;2024-03-01 00:11:50;Validating
35;2024-03-01 00:11:48;2024-03-01 00:11:50;Validating
34;2024-03-01 00:11:50;2024-03-01 00:11:50;Waiting in queue received
35;2024-03-01 00:11:50;2024-03-01 00:11:50;Waiting in queue received
36;2024-03-01 00:12:17;2024-03-01 00:12:19;Validating
36;2024-03-01 00:12:19;2024-03-01 00:12:19;Waiting in queue received
37;2024-03-01 00:12:32;2024-03-01 00:12:34;Validating
37;2024-03-01 00:12:34;2024-03-01 00:12:34;Waiting in queue received
38;2024-03-01 00:12:41;2024-03-01 00:12:43;Validating
38;2024-03-01 00:12:43;2024-03-01 00:12:43;Waiting in queue received
39;2024-03-01 00:12:45;2024-03-01 00:12:47;Validating
39;2024-03-01 00:12:47;2024-03-01 00:12:47;Waiting in queue received
40;2024-03-01 00:13:00;2024-03-01 00:13:02;Validating
40;2024-03-01 00:13:02;2024-03-01 00:13:02;Waiting in queue received
41;2024-03-01 00:13:10;2024-03-01 00:13:12;Validating
41;2024-03-01 00:13:12;2024-03-01 00:13:12;Waiting in queue received
42;2024-03-01 00:13:21;2024-03-01 00:13:23;Validating
42;2024-03-01 00:13:23;2024-03-01 00:13:23;Waiting in queue received
43;2024-03-01 00:13:25;2024-03-01 00:13:27;Validating
43;2024-03-01 00:13:27;2024-03-01 00:13:27;Waiting in queue received
44;2024-03-01 00:14:02;2024-03-01 00:14:04;Validating
44;2024-03-01 00:14:04;2024-03-01 00:14:04;Waiting in queue received
45;2024-03-01 00:14:42;2024-03-01 00:14:44;Validating
