Time;0;4;1;3;2;Credit limit
00:00:00;1607704965;3367211149;3550386850;8376329777;6237355979;0
00:15:00;1607704965;3367211149;3550386850;8376329777;6237355979;0
00:30:00;1607704965;3367211149;3550386850;8376329777;6237355979;0
00:45:00;1607704965;3367211149;3550386850;8376329777;6237355979;0
01:00:00;1607704965;3367211149;3550386850;8376329777;6237355979;0
01:15:00;1607704965;3367211149;3550386850;8376329777;6237355979;0
01:30:00;1607704965;3367211149;3550386850;8376329777;6237355979;0
01:45:00;1607704965;3367211149;3550386850;8376329777;6237355979;0
02:00:00;1607704965;3367211149;3550386850;8376329777;6237355979;0
02:15:00;1607704965;3367211149;3550386850;8376329777;6237355979;0
02:30:00;1607704965;3367211149;3550386850;8376329777;6237355979;0
02:45:00;1463556679;3511359434;3550386850;8376329777;6237355979;0
03:00:00;1549360412;3548752937;3550386850;8253132540;6237355979;0
03:15:00;1425647720;3548752937;3659287224;8392920754;6112380083;0
03:30:00;1544288566;3461335011;3670062987;8392920754;6070381400;0
03:45:00;1370421237;3461335011;3670062987;8510294679;6126874804;0
04:00:00;1370421237;3461335011;3670062987;8510294679;6126874804;0
04:15:00;1282949926;3548806322;3670062987;8510294679;6126874804;0
04:30:00;1282949926;3548806322;3670062987;8510294679;6126874804;0
04:45:00;1314266848;3548806322;3670062987;8510294679;6095557881;0
05:00:00;1314266848;3548806322;3670062987;8510294679;6095557881;0
05:15:00;1442554332;3513509853;3670062987;8417303664;6095557881;0
05:30:00;1709763858;3246300328;3670062987;8417303664;6095557881;0
05:45:00;1709763858;3246300328;3670062987;8417303664;6095557881;0
06:00:00;1687103430;3246300328;3585042750;8524984328;6095557881;0
06:15:00;1827494883;3246300328;3585042750;8404805329;6075345428;0
06:30:00;1748537230;3246300328;3585042750;8404805329;6154303081;0
06:45:00;1737001478;3246300328;3524351126;8404805329;6226530457;0
07:00:00;1633196882;3363540618;3524351126;8492327990;6125572102;0
07:15:00;1751005532;3516632032;3471213423;8274565628;6125572102;0
07:30:00;1445907860;3593080350;3629466749;8274565628;6195968130;0
07:45:00;1618509205;3593080350;3629466749;8274565628;6023366785;0
08:00:00;1555215730;3593080350;3622915932;8378635375;5989141330;0
08:15:00;1445462430;3663285076;3609016235;8432083647;5989141330;0
08:30:00;1361096168;3793846761;3609016235;8432083647;5942945907;0
08:45:00;1312518191;3793846761;3609016235;8432083647;5991523884;0
09:00:00;1486541397;3893054886;3385007560;8382860991;5991523884;0
09:15:00;1425185785;4042424938;3472862859;8211568656;5986946480;0
09:30:00;1477946426;4042424938;3472862859;8158808014;5986946480;0
09:45:00;1535001477;4042424938;3472862859;8138605128;5950094316;0
10:00:00;1291412295;4132301145;3472862859;8138605128;6103807291;0
10:15:00;1024736676;4125828026;3592076920;8138605128;6257741967;0
10:30:00;987438750;4162241365;3592076920;7964764586;6432467096;0
10:45:00;1040400999;4191369932;3592076920;7964764586;6350376281;0
11:00:00;969719722;4101982575;3728900272;7988009868;6350376281;0
11:15:00;826247136;4223814786;3728900272;7988009868;6372016656;0
11:30:00;570783613;4223814786;3816008025;8063976103;6464406191;0
