Time;4;0;2;3;1;Credit limit
00:00:00;9663477825;1785366849;8969727128;1502441884;656258922;-1781349505
00:15:00;9663477825;1785366849;8969727128;1502441884;656258922;-1781349505
00:30:00;9663477825;1785366849;8969727128;1502441884;656258922;-1781349505
00:45:00;9663477825;1785366849;8969727128;1502441884;656258922;-1781349505
01:00:00;9663477825;1785366849;8969727128;1502441884;656258922;-1781349505
01:15:00;9663477825;1785366849;8969727128;1502441884;656258922;-1781349505
01:30:00;9663477825;1785366849;8969727128;1502441884;656258922;-1781349505
01:45:00;9663477825;1785366849;8969727128;1502441884;656258922;-1781349505
02:00:00;9663477825;1785366849;8969727128;1502441884;656258922;-1781349505
02:15:00;9663477825;1785366849;8969727128;1502441884;656258922;-1781349505
02:30:00;9645838620;1803006053;8969727128;1502441884;656258922;-1781349505
02:45:00;9645838620;1803006053;8969727128;1502441884;656258922;-1781349505
03:00:00;9645838620;1741888568;9138917617;1502441884;548185917;-1781349505
03:15:00;9645838620;1745808632;9138917617;1502441884;544265853;-1781349505
03:30:00;9645838620;1745808632;9138917617;1502441884;544265853;-1781349505
03:45:00;9750236805;1587762464;9192565600;1502441884;544265853;-1781349505
04:00:00;9750236805;1587762464;9192565600;1502441884;544265853;-1781349505
04:15:00;9750236805;1517569687;9192565600;1572634661;544265853;-1781349505
04:30:00;9750236805;1587923006;9122212281;1572634661;544265853;-1781349505
04:45:00;9750236805;1587923006;9122212281;1572634661;544265853;-1781349505
05:00:00;9750236805;1587923006;9122212281;1572634661;544265853;-1781349505
05:15:00;9750236805;1477246508;9122212281;1683311159;544265853;-1781349505
05:30:00;9750236805;1477246508;9122212281;1683311159;544265853;-1781349505
05:45:00;9577496703;1649986610;9122212281;1683311159;544265853;-1781349505
06:00:00;9577496703;1649986610;9122212281;1683311159;544265853;-1781349505
06:15:00;9577496703;1666985629;9122212281;1666312139;544265853;-1781349505
06:30:00;9577496703;1666985629;9122212281;1666312139;544265853;-1781349505
06:45:00;9478655243;1645911542;9122212281;1666312139;664181401;-1781349505
07:00:00;9478655243;1529919279;9122212281;1782304403;664181401;-1781349505
07:15:00;9416848429;1631963224;9122212281;1742067271;664181401;-1781349505
07:30:00;9416848429;1596440455;9136248496;1742067271;685667954;-1781349505
07:45:00;9263972321;1749316563;9136248496;1742067271;685667954;-1781349505
08:00:00;9158698066;1707010971;9136248496;1889647119;685667954;-1781349505
08:15:00;9237302563;1616089787;9207472971;1830739330;685667954;-1781349505
08:30:00;9231729742;1646924400;9207472971;1805477540;685667954;-1781349505
08:45:00;9231729742;1646924400;9207472971;1805477540;685667954;-1781349505
09:00:00;9114496810;1667977928;9267013987;1787758507;740025374;-1781349505
09:15:00;9114496810;1701150108;9267013987;1754586327;740025374;-1781349505
09:30:00;9071873307;1595117461;9267013987;1754586327;888681523;-1781349505
09:45:00;9071873307;1380468086;9267013987;1823862722;1034054503;-1781349505
10:00:00;9024083231;1442610715;9267013987;1809510170;1034054503;-1781349505
10:15:00;9024083231;1541283053;9252302655;1809510170;950093497;-1781349505
10:30:00;9152134885;1329833383;9252302655;1892908187;950093497;-1781349505
10:45:00;9152134885;1247583153;9334552885;1892908187;950093497;-1781349505
11:00:00;9093982206;1127646877;9334552885;2070997141;950093497;-1781349505
11:15:00;9093982206;1317922499;9334552885;1992198309;838616706;-1781349505
11:30:00;9093982206;1317922499;9334552885;1992198309;838616706;-1781349505
11:45:00;9093982206;1225964916;9334552885;1992198309;930574289;-1781349505
12:00:00;9059845578;1173361163;9320774340;2092717235;930574289;-1781349505
12:15:00;9059845578;1481009260;9320774340;1881941814;833701613;-1781349505
12:30:00;8923069007;1597929926;9284762145;1937809915;833701613;-1781349505
12:45:00;9070683908;1566963695;9284762145;1937809915;717052944;-1781349505
13:00:00;9070683908;1677421514;9284762145;1923238971;621166068;-1781349505
13:15:00;8980462827;1871099352;9198432946;1906111412;621166068;-1781349505
13:30:00;8980462827;1871099352;9198432946;1906111412;621166068;-1781349505
13:45:00;8980462827;1871099352;9198432946;1906111412;621166068;-1781349505
14:00:00;8898615757;1952946423;9198432946;1906111412;621166068;-1781349505
14:15:00;8898615757;1971013541;9198432946;1888044294;621166068;-1781349505
14:30:00;9084003751;1649955986;9182548915;1913202087;747561866;-1781349505
14:45:00;9186573229;1597515640;9062996427;1982625444;747561866;-1781349505
15:00:00;9186573229;1808688766;9062996427;1842115607;676898577;-1781349505
15:15:00;9476063753;1406074594;9176120076;1842115607;676898577;-1781349505
15:30:00;9409143597;1542091188;9176120076;1842115607;607802137;-1781349505
15:45:00;9490248873;1508416302;9254421708;1782730229;541455494;-1781349505
16:00:00;9478829547;1473078086;9356807378;1727102101;541455494;-1781349505
16:15:00;9295868472;1542470868;9356807378;1744326498;637799390;-1781349505
16:30:00;9382153750;1619126585;9493681114;1474269722;608041434;-1781349505
16:45:00;9382153750;1619126585;9493681114;1474269722;608041434;-1781349505
17:00:00;9382153750;1713593448;9493681114;1379802860;608041434;-1781349505
17:15:00;9409739077;1618758569;9601626843;1379802860;567345258;-1781349505
17:30:00;9409739077;1741829659;9466134157;1358891193;600678521;-1781349505
17:45:00;9409739077;1577566945;9481734323;1507553740;600678521;-1781349505
18:00:00;9349022888;1341759722;9469221993;1416281947;1000986056;-1781349505
18:15:00;9544469240;798305758;9499563588;1529673798;1205260222;-1781349505
18:30:00;9671538131;430473299;9442274291;1931482668;1101504217;-1781349505
18:45:00;9685981756;285938042;9511959192;1931482668;1161910948;-1781349505
19:00:00;9685981756;59322515;9511959192;2102572720;1217436423;-1781349505
19:15:00;9685981756;171013622;9354740979;2181002338;1184533911;-1781349505
19:30:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
19:45:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
20:00:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
20:15:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
20:30:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
20:45:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
21:00:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
21:15:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
21:30:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
21:45:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
22:00:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
22:15:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
22:30:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
22:45:00;9685981756;-82909760;9562071597;2181002338;1231126676;-1781349505
