Time;0;4;1;3;2;Credit limit
00:00:00;747886997;7911983844;2970344635;1282936673;9084070552;0
00:15:00;747886997;7911983844;2970344635;1282936673;9084070552;0
00:30:00;747886997;7911983844;2970344635;1282936673;9084070552;0
00:45:00;747886997;7911983844;2970344635;1282936673;9084070552;0
01:00:00;747886997;7911983844;2970344635;1282936673;9084070552;0
01:15:00;747886997;7911983844;2970344635;1282936673;9084070552;0
01:30:00;747886997;7911983844;2970344635;1282936673;9084070552;0
01:45:00;747886997;7911983844;2970344635;1282936673;9084070552;0
02:00:00;747886997;7911983844;2970344635;1282936673;9084070552;0
02:15:00;747886997;7911983844;2970344635;1282936673;9084070552;0
02:30:00;747886997;7911983844;2970344635;1282936673;9084070552;0
02:45:00;877618427;7782252413;2970344635;1282936673;9084070552;0
03:00:00;811373108;7782252413;2986623542;1261379971;9155593665;0
03:15:00;834406752;7782252413;2963589897;1261379971;9155593665;0
03:30:00;735079598;7782252413;2963589897;1261379971;9254920819;0
03:45:00;778212856;7782252413;2963589897;1218246713;9254920819;0
04:00:00;769475586;7782252413;2963589897;1218246713;9263658089;0
04:15:00;760440903;7782252413;2963589897;1218246713;9272692772;0
04:30:00;775000767;7767692549;2963589897;1218246713;9272692772;0
04:45:00;764479579;7767692549;2943185329;1218246713;9303618528;0
05:00:00;764479579;7767692549;2943185329;1218246713;9303618528;0
05:15:00;847979791;7802989018;2943185329;1209633758;9193434802;0
05:30:00;917939306;7802989018;2924447289;1158412283;9193434802;0
05:45:00;996910165;7875041271;2773424177;1158412283;9193434802;0
06:00:00;976804195;7918206122;2773424177;1135353403;9193434802;0
06:15:00;1003452104;7918206122;2726563815;1135353403;9213647255;0
06:30:00;1122063980;7918206122;2743048934;1000256407;9213647255;0
06:45:00;1205336786;7918206122;2699411476;1000256407;9174011907;0
07:00:00;1205336786;7918206122;2699411476;1000256407;9174011907;0
07:15:00;1392565007;7761596435;2699411476;963696978;9179952802;0
07:30:00;1322868144;7761596435;2699411476;963696978;9249649665;0
07:45:00;1268833241;7761596435;2699411476;948969186;9318412360;0
08:00:00;1228227216;7802202460;2699411476;948969186;9318412360;0
08:15:00;1213452698;7802202460;2714185994;948969186;9318412360;0
08:30:00;1167257274;7802202460;2714185994;948969186;9364607784;0
08:45:00;1153767673;7802202460;2714185994;1011036765;9316029807;0
09:00:00;1122879018;7802202460;2744154156;1050665004;9277322061;0
09:15:00;1377032420;7802202460;2572555886;1108170002;9137261931;0
09:30:00;1177498805;7812024862;2646833803;1160930644;9199934584;0
09:45:00;1232758021;7871815441;2646833803;1160930644;9084884790;0
10:00:00;1324323923;7766888768;2715622404;1160930644;9029456960;0
10:15:00;1466725173;7766888768;2573221154;1160930644;9029456960;0
10:30:00;1738346405;7730475429;2573221154;1160930644;8794249066;0
10:45:00;1738346405;7730475429;2573221154;1160930644;8794249066;0
11:00:00;1879870086;7730475429;2436397802;1156230315;8794249066;0
11:15:00;1939411352;7730475429;2509628540;1198168283;8619539094;0
11:30:00;2433752873;7710863526;2554406862;1139763662;8158435775;0
11:45:00;2332188104;7739875417;2609071834;1139763662;8176323681;0
12:00:00;2566476247;7528499765;2609071834;1139763662;8153411189;0
12:15:00;2658313843;7596657563;2408633346;1139763662;8193854285;0
12:30:00;2699509432;7596657563;2452596631;1139763662;8108695410;0
12:45:00;2895245840;7596657563;2452596631;1139763662;7912959002;0
13:00:00;2846070576;7745180882;2288247378;1139763662;7977960201;0
13:15:00;3066096936;7750899689;2341287782;860978090;7977960201;0
13:30:00;3184196915;7750899689;2266530865;817635029;7977960201;0
13:45:00;3337097059;7706622944;2266530865;817635029;7869336801;0
14:00:00;3225849933;7706622944;2320780275;842949069;7901020477;0
14:15:00;3200716407;7769147716;2378181743;849086797;7800090035;0
14:30:00;3250571173;7848734354;2331931685;750881101;7815104386;0
14:45:00;3215576469;7868016573;2391728432;780311323;7741589901;0
15:00:00;3304702627;7840505175;2321116167;799476747;7731421983;0
15:15:00;3022101146;7799804809;2426273158;862841104;7886202483;0
15:30:00;3184023034;7782945785;2426273158;688642803;7915337919;0
15:45:00;3121275670;7862452563;2426273158;671883389;7915337919;0
16:00:00;3094571924;7884380440;2464732681;638199735;7915337919;0
16:15:00;2886806617;7884380440;2601055491;642197086;7982783064;0
16:30:00;3183445201;7855504193;2610429984;607359659;7740483662;0
16:45:00;3260502514;7873018634;2610429984;512787905;7740483662;0
17:00:00;3316343529;7909872991;2610429984;523153381;7637422815;0
17:15:00;3704586517;7808476463;2287581435;451152962;7745425321;0
17:30:00;3623900570;7872423451;2287581435;451152962;7762164281;0
17:45:00;3738648680;7872423451;2318225982;305760306;7762164281;0
18:00:00;3760657768;7945161131;2326964465;79492694;7884946641;0
18:15:00;3974437764;7836616336;2285023794;90135478;7811009327;0
18:30:00;4147685887;7836616336;2323111209;3571306;7686237960;0
18:45:00;4538532816;7679292642;2207311967;3571306;7568513967;0
19:00:00;4422494470;7828205301;2266169365;11793246;7468560317;0
19:15:00;4273988472;7920046635;2270118606;25480112;7507588874;0
19:30:00;4364201792;7920046635;2165657055;95412140;7451905077;0
19:45:00;4364201792;7920046635;2165657055;95412140;7451905077;0
20:00:00;4364201792;7920046635;2165657055;95412140;7451905077;0
20:15:00;4364201792;7920046635;2165657055;95412140;7451905077;0
20:30:00;4364201792;7920046635;2165657055;95412140;7451905077;0
20:45:00;4364201792;7920046635;2165657055;95412140;7451905077;0
21:00:00;4364201792;7920046635;2165657055;95412140;7451905077;0
21:15:00;4364201792;7920046635;2165657055;95412140;7451905077;0
21:30:00;4364201792;7920046635;2165657055;95412140;7451905077;0
21:45:00;4364201792;7920046635;2165657055;95412140;7451905077;0
22:00:00;4364201792;7920046635;2165657055;95412140;7451905077;0
22:15:00;4364201792;7920046635;2165657055;95412140;7451905077;0
22:30:00;4364201792;7920046635;2165657055;95412140;7451905077;0
22:45:00;4364201792;7920046635;2165657055;95412140;7451905077;0
23:00:00;4364201792;7920046635;2165657055;95412140;7451905077;0
23:15:00;4364201792;7920046635;2165657055;95412140;7451905077;0
23:30:00;4364201792;7920046635;2165657055;95412140;7451905077;0
23:45:00;4364201792;7920046635;2165657055;95412140;7451905077;0
23:59:59;4364201792;7920046635;2165657055;95412140;7451905077;0
